도로종류,노선명,시설명,시도,시군구,읍면동,리,총길이,총폭,유효폭,높이,공수,교통량,기관구분1,기관구분2,기관구분3,준공년도,
국가지원지방도,국가지원지방도79호선,팔공산터널(부계방향),대구광역시,군위군,부계면,남산리,3670,10.2,7,7.9,1,9016,자치단체,경북,남부건설사업소,2017,
국가지원지방도,국가지원지방도88호선,팔괴터널(상),강원특별자치도,영월군,영월읍,팔괴리,1390,10.3,9.3,7,1,1696,자치단체,강원,태백지소,2010,
국가지원지방도,국가지원지방도88호선,팔괴터널(하),강원특별자치도,영월군,영월읍,팔괴리,1390,10.3,9.3,7,1,1696,자치단체,강원,태백지소,2010,
국가지원지방도,국가지원지방도30호선,팔조령터널(상행),경상북도,청도군,이서면,팔조리,690,9.3,7,6.5,1,6470,자치단체,경북,남부건설사업소,1998,
국가지원지방도,국가지원지방도30호선,팔조령터널(하),대구광역시,달성군,가창면,삼산리,716,9.8,7,6.8,1,6470,자치단체,대구,도시관리본부,2011,
국가지원지방도,국가지원지방도57호선,학의터널(상행),경기도,의왕시,학의동,,374,9,6.5,6.8,,21244,자치단체,경기,의왕시,2020,
국가지원지방도,국가지원지방도57호선,학의터널(하행),경기도,의왕시,학의동,,384,3.5,3.5,6.1,,21244,자치단체,경기,의왕시,2020,
국가지원지방도,국가지원지방도78호선,혜음령터널(고양방향),경기도,파주시,광탄면,용미리,751,8.5,8,9,1,9759,자치단체,경기,고양시,2016,
국가지원지방도,국가지원지방도78호선,혜음령터널(광탄방향),경기도,파주시,광탄면,용미리,745,8.5,8,9,1,9759,자치단체,경기,고양시,2016,
국가지원지방도,국가지원지방도56호선,호명터널(금촌방향),경기도,파주시,법원읍,대능리,530,9.3,9.3,7,,20684,자치단체,경기,북부도로과,2018,
국가지원지방도,국가지원지방도56호선,호명터널(법원방향),경기도,파주시,법원읍,대능리,510,9.3,9.3,7,,20684,자치단체,경기,북부도로과,2018,
지방도,지방도817호선,가마태재터널,전라남도,장흥군,유치면,운월리,1392,10,10,7.5,,677,자치단체,전남,도로관리사업소,2019,
지방도,지방도839호선,가지산터널,전라남도,장흥군,유치면,용문리,200,19.1,19.1,10.8,1,4007,자치단체,전남,도로관리사업소,2012,
지방도,지방도505호선,갈목터널,충청북도,보은군,속리산면,갈목리,690,9,8,6.9,1,2150,자치단체,충북,남부지소,2014,
지방도,지방도371호선,감악1터널(백학방면),경기도,파주시,적성면,설마리,405,10.2,10.2,7.8,,3253,자치단체,경기,북부도로과,2018,
지방도,지방도371호선,감악1터널(양주방면),경기도,파주시,적성면,설마리,419,10.2,10.2,7.8,,3253,자치단체,경기,북부도로과,2018,
지방도,지방도371호선,감악2터널(백학방향),경기도,파주시,적성면,설마리,285,10.2,10.2,7.8,,3253,자치단체,경기,북부도로과,2018,
지방도,지방도371호선,감악2터널(양주방향),경기도,파주시,적성면,설마리,287,10.2,10.2,7,,3253,자치단체,경기,북부도로과,2018,
지방도,지방도371호선,감악3터널(백학방면),경기도,파주시,적성면,설마리,310,10.2,10.2,7.8,,3253,자치단체,경기,북부도로과,2018,
지방도,지방도371호선,감악3터널(양주방향),경기도,파주시,적성면,설마리,375,10.2,10.2,7.8,,3253,자치단체,경기,북부도로과,2018,
지방도,지방도691호선,갑사터널,충청남도,공주시,반포면,마암리,498,10,7.5,6.4,1,1368,자치단체,충남,건설사업부 동부사무소,2006,
지방도,지방도403호선,강촌터널,강원특별자치도,춘천시,남산면,강촌리,134,17.6,16.3,9,1,4851,자치단체,강원,도로관리사업소,2017,
지방도,지방도424호선,건의령터널,강원특별자치도,삼척시,도계읍,점리,395,9.7,8.7,6.7,1,707,자치단체,강원,태백지소,2006,
지방도,지방도318호선,고은터널,경기도,안성시,일죽면,고은리,995,10.5,10,6.8,1,2886,자치단체,경기,도로건설과,2010,
지방도,지방도411호선,고일재터널,강원특별자치도,영월군,무릉도원면,운학리,640,9,7,4.8,1,800,자치단체,강원,도로관리사업소,2011,
지방도,지방도618호선,고풍터널,충청남도,서산시,운산면,고풍리,103,9.5,8.1,6.6,1,960,자치단체,충남,건설사업부 서부사무소,2005,
지방도,지방도629호선,곡두터널,충청남도,천안시 동남구,광덕면,광덕리,665,9.2,7.5,6.7,1,1633,자치단체,충남,건설사업부 동부사무소,2005,
지방도,지방도839호선,곰치재터널(유치방향),전라남도,화순군,청풍면,이만리,655,8.5,7,4.8,,4007,자치단체,전남,도로관리사업소,2024,
지방도,지방도839호선,곰치재터널(이양방향),전라남도,장흥군,장평면,우산리,590,8.5,7,4.8,,4007,자치단체,전남,도로관리사업소,2024,
지방도,지방도309호선,과천신터널(상),경기도,과천시,문원동,,618,9.8,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,2008,
지방도,지방도309호선,과천신터널(하),경기도,과천시,문원동,,751,9.8,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,2008,
지방도,지방도309호선,과천터널(상),경기도,과천시,문원동,,660,9.3,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,1992,
지방도,지방도309호선,과천터널(하),경기도,과천시,문원동,,740,9.3,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,1992,
지방도,지방도318호선,구봉터널(상),경기도,화성시,서신면,전곡리,600,9.2,6.5,6.8,1,5519,자치단체,경기,도로건설과,2008,
지방도,지방도318호선,구봉터널(하),경기도,화성시,서신면,전곡리,550,9.2,6.5,6.8,1,5519,자치단체,경기,도로건설과,2008,
지방도,지방도427호선,구사터널,강원특별자치도,삼척시,도계읍,구사리,910,10,9,7,1,926,자치단체,강원,태백지소,2008,
지방도,지방도305호선,굴고개터널,경기도,화성시,서신면,상안리,88,9.3,8.3,6.7,1,15982,자치단체,경기,도로건설과,2008,
지방도,지방도311호선,기흥터널(상행),경기도,용인시 기흥구,고매동,,1395,16,16,4.7,1,31920,자치단체,경기,용인시기흥구,2009,
지방도,지방도311호선,기흥터널(하행),경기도,용인시 기흥구,고매동,,1395,16,16,4.7,1,31920,자치단체,경기,용인시기흥구,2009,
지방도,지방도645호선,낙지터널,충청남도,청양군,장평면,지천리,480,9.5,7.5,6.5,1,453,자치단체,충남,건설사업부 동부사무소,1997,
지방도,지방도1002호선,노량터널,경상남도,하동군,금남면,노량리,245,18.5,15.5,6.7,,3346,자치단체,경남,진주지소,2020,
지방도,지방도1030호선,녹산터널(상행),부산광역시,강서구,지사동,,877,12,7.5,6.7,1,7856,자치단체,경남,경남하이웨이(주),2015,
지방도,지방도1030호선,녹산터널(하행),부산광역시,강서구,지사동,,888,12,7.5,6.7,1,7856,자치단체,경남,경남하이웨이(주),2015,
지방도,지방도920호선,답곡터널,경상북도,영양군,석보면,답곡리,347,10.5,8.2,6.8,,549,자치단체,경북,북부건설사업소,2023,
지방도,지방도460호선,대붕터널,강원특별자치도,화천군,화천읍,동촌리,245.5,9.9,9.2,4.8,1,868,자치단체,강원,북부지소,2005,
지방도,지방도1028호선,대운산터널,울산광역시,울주군,온양읍,내광리,493,9.3,9.3,4.8,,7665,자치단체,울산,울주군,2022,
지방도,지방도1030호선,대청터널(부산),경상남도,김해시,대청동,,509,9,7,7.4,1,9231,자치단체,경남,경남하이웨이(주),2013,
지방도,지방도1030호선,대청터널(창원),경상남도,김해시,대청동,,478,9,7,7.4,1,9231,자치단체,경남,경남하이웨이(주),2013,
지방도,지방도723호선,덕림터널,충청남도,부여군,충화면,팔충리,550,8,8,6.6,,461,자치단체,충남,건설사업부 동부사무소,2020,
지방도,지방도460호선,도고터널,강원특별자치도,양구군,양구읍,도사리,600,9.3,7.5,4.5,1,868,자치단체,강원,양구군,1988,
지방도,지방도330호선,도리터널(상),경기도,시흥시,금이동,,400,11.7,9.2,7.3,1,,자치단체,경기,제3경인고속도로㈜,2010,
지방도,지방도330호선,도리터널(하),경기도,시흥시,금이동,,405,11.7,9.2,7.3,1,,자치단체,경기,제3경인고속도로㈜,2010,
지방도,지방도453호선,돌산령터널,강원특별자치도,양구군,동면,팔랑리,2995,10,8.5,4.8,1,1207,자치단체,강원,북부지소,2011,
지방도,지방도334호선,동원터널(상),경기도,성남시 분당구,동원동,,462,14.5,12.1,8.7,1,21458,자치단체,경기,성남시분당구,2009,
지방도,지방도334호선,동원터널(하),경기도,성남시 분당구,금곡동,,465,14.5,12.1,8.7,1,21458,자치단체,경기,성남시분당구,2009,
지방도,지방도367호선,두지터널,경기도,파주시,적성면,두지리,20,16,4,8,,1688,자치단체,경기,파주시,2007,
지방도,지방도460호선,두타연터널,강원특별자치도,양구군,방산면,고방산리,389,10,7,7.1,1,868,자치단체,강원,북부지소,2016,
지방도,지방도424호선,들입재터널,강원특별자치도,삼척시,노곡면,하월산리,1143,9,8,4.8,1,1095,자치단체,강원,태백지소,2012,
지방도,지방도318호선,문수산터널,경기도,용인시 처인구,이동읍,묵리,1566,9.3,9.3,6.6,1,5968,자치단체,경기,도로건설과,2009,
지방도,지방도427호선,문의재터널,강원특별자치도,삼척시,노곡면,상마읍리,1371,9.3,8.3,4.5,1,926,자치단체,강원,태백지소,2002,
지방도,지방도1030호선,미음터널(부산),부산광역시,강서구,미음동,,274,12,7.5,6.7,1,7856,자치단체,경남,경남하이웨이(주),2015,
지방도,지방도1030호선,미음터널(창원),부산광역시,강서구,미음동,,300,12,7.5,6.7,1,7856,자치단체,경남,경남하이웨이(주),2015,
지방도,지방도415호선,밤재터널,강원특별자치도,평창군,미탄면,율치리,890,12.7,9,8.3,1,1424,자치단체,강원,도로관리사업소,2016,
지방도,지방도714호선,밤티터널,전북특별자치도,김제시,금산면,화율리,340,10,7,4.8,1,3840,자치단체,전북,도로관리사업소,2013,
지방도,지방도494호선,백양치터널,강원특별자치도,홍천군,서면,굴업리,959,12.6,8,7.5,1,1266,자치단체,강원,도로관리사업소,2017,
지방도,지방도424호선,보래령터널,강원특별자치도,평창군,봉평면,덕거리,2050,9,7,4.8,1,752,자치단체,강원,도로관리사업소,2011,
지방도,지방도817호선,보림터널,전라남도,장흥군,유치면,용문리,480,9.3,8.1,6.4,1,677,자치단체,전남,도로관리사업소,2006,
지방도,지방도1030호선,볼모산터널(창원방향),경상남도,김해시,대청동,,2146,10,10,6.9,,9231,자치단체,경남,경남하이웨이(주),2012,
지방도,지방도865호선,봉강터널,전라남도,광양시,봉강면,신룡리,1890,11.4,9,6.9,1,1898,자치단체,전남,도로관리사업소,2009,
지방도,지방도618호선,봉산터널,충청남도,예산군,봉산면,고도리,550,9.5,7,6.7,1,1990,자치단체,충남,건설사업부 서부사무소,2009,
지방도,지방도407호선,부다리터널,강원특별자치도,춘천시,사북면,고성리,2067,10.5,9,4.8,1,518,자치단체,강원,북부지소,2010,
지방도,지방도903호선,부항터널,경상북도,김천시,부항면,지좌리,210,11,7,6.8,1,1023,자치단체,경북,남부건설사업소,2013,
지방도,지방도1030호선,불모산터널(부산),경상남도,창원시 성산구,불모산동,,2163,9,7,7.7,1,8689,자치단체,경남,경남하이웨이(주),2012,
지방도,지방도729호선,사실재터널,전북특별자치도,순창군,구림면,금창리,498,9.5,7,4.8,1,1132,자치단체,전북,도로관리사업소,2014,
지방도,지방도512호선,산성1터널(미원),충청북도,청주시 상당구,명암동,,511,9.7,8.6,6.6,1,4861,자치단체,충북,청주시상당구,2010,
지방도,지방도512호선,산성1터널(청주),충청북도,청주시 상당구,명암동,,674,9.8,8.6,6.6,1,4861,자치단체,충북,청주시상당구,2010,
지방도,지방도512호선,산성2터널(미원),충청북도,청주시 상당구,명암동,,680,9.8,8.6,6.6,1,4861,자치단체,충북,청주시상당구,2010,
지방도,지방도512호선,산성2터널(청주),충청북도,청주시 상당구,명암동,,670,9.8,8.6,6.6,1,4861,자치단체,충북,청주시상당구,2010,
지방도,지방도342호선,산성터널,경기도,성남시 중원구,은행동,,167,8.5,6,4.8,1,15241,자치단체,경기,성남시수정구,1995,
지방도,지방도505호선,삼가터널,충청북도,보은군,장안면,서원리,716,9.8,7,7.8,1,939,자치단체,충북,남부지소,2011,
지방도,지방도1089호선,삼도봉터널,전북특별자치도,무주군,무풍면,금평리,240,8.5,7,6.8,1,332,자치단체,전북,도로관리사업소,1999,
지방도,지방도1047호선,삼신봉터널,경상남도,산청군,시천면,내대리,2102,10.1,7.8,4.9,1,1392,자치단체,경남,진주지소,2004,
지방도,지방도338호선,상대원터널(광주방향),경기도,성남시 중원구,상대원동,,305,6.5,6.5,4.8,,10136,자치단체,경기,성남시중원구,2021,
지방도,지방도338호선,상대원터널(성남방향),경기도,성남시 중원구,갈현동,,305,6.5,6.5,4.8,,10136,자치단체,경기,성남시중원구,2021,
지방도,지방도403호선,새밑터널,강원특별자치도,춘천시,신북읍,지내리,2110,11,6.5,8.7,1,546,자치단체,강원,북부지소,2018,
지방도,지방도635호선,샛고개터널(상),충청남도,금산군,복수면,지량리,315,11.6,7,8.6,1,7169,자치단체,충남,건설사업부 동부사무소,2005,
지방도,지방도635호선,샛고개터널(하),충청남도,금산군,복수면,지량리,330,11.6,7,8.6,1,7169,자치단체,충남,건설사업부 동부사무소,2005,
지방도,지방도321호선,서리터널,경기도,용인시 처인구,이동읍,서리,313,12,11,8.5,1,7692,자치단체,경기,도로건설과,2014,
지방도,지방도920호선,소계터널,경상북도,영양군,영양읍,전곡리,440,8.5,6.5,4.8,1,549,자치단체,경북,북부건설사업소,2012,
지방도,지방도403호선,소주터널,강원특별자치도,춘천시,남면,후동리,750,8.5,7,4.8,1,4851,자치단체,강원,도로관리사업소,2012,
지방도,지방도461호선,숙고개터널,강원특별자치도,화천군,상서면,파포리,275,13,12,4,1,953,자치단체,강원,북부지소,2017,
지방도,지방도635호선,신대터널,충청남도,금산군,복수면,신대리,180,22,14,9,1,7169,자치단체,충남,건설사업부 동부사무소,2009,
지방도,지방도313호선,신왕터널(팽성),경기도,평택시,현덕면,덕목리,394,6,6,4.8,,2115,자치단체,경기,도로건설과,2019,
지방도,지방도313호선,신왕터널(포승),경기도,평택시,현덕면,신왕리,413,6,6,4.8,,2115,자치단체,경기,도로건설과,2019,
지방도,지방도1022호선,신전터널,경상남도,창녕군,남지읍,신전리,569,10.1,10.1,5.9,,1785,자치단체,경남,도로관리사업소,2022,
지방도,지방도839호선,신풍터널(유치방향),전라남도,화순군,청풍면,신석리,118,2,2,0,,2111,자치단체,전남,도로관리사업소,2024,
지방도,지방도839호선,신풍터널(이양방향),전라남도,화순군,청풍면,신석리,118,2,2,0,,2111,자치단체,전남,도로관리사업소,2024,
지방도,지방도391호선,야밀터널,경기도,가평군,청평면,삼회리,538,9,6.5,7.4,,3720,자치단체,경기,도로건설과,2024,
지방도,지방도460호선,양화터널,강원특별자치도,양구군,방산면,천미리,328.2,9.9,9.2,4.8,1,868,자치단체,강원,북부지소,2005,
지방도,지방도360호선,어하터널(상),경기도,양주시,삼숭동,,980,9,7,6.7,,14501,자치단체,경기,양주시,2011,
지방도,지방도360호선,어하터널(하),경기도,포천시,소흘읍,이동교리,960,9,7,6.7,,14501,자치단체,경기,양주시,2011,
지방도,지방도321호선,여수곡터널,경기도,용인시 처인구,포곡읍,마성리,280,10.5,7.5,6.5,1,7692,자치단체,경기,용인시처인구,2007,
지방도,지방도819호선,여운재터널,전라남도,영암군,덕진면,영보리,310,10,8,7,1,1548,자치단체,전남,도로관리사업소,2014,
지방도,지방도321호선,역북터널,경기도,용인시 처인구,역북동,,480,10.5,7.5,6.5,1,7692,자치단체,경기,용인시처인구,2007,
지방도,지방도311호선,영덕1터널,경기도,용인시 기흥구,영덕동,,222,26,26,9.1,2,31920,자치단체,경기,용인시기흥구,2009,
지방도,지방도311호선,영덕2터널,경기도,용인시 기흥구,영덕동,,170,33.7,33.7,4.7,2,31920,자치단체,경기,용인시기흥구,2009,
지방도,지방도311호선,영덕3터널,경기도,용인시 기흥구,하갈동,,197,32,32,4.7,2,31920,자치단체,경기,용인시기흥구,2009,
지방도,지방도408호선,영동2터널,강원특별자치도,평창군,용평면,백옥포리,625,9.3,7.4,4.2,1,1751,자치단체,강원,도로관리사업소,1975,
지방도,지방도1047호선,예치터널,경상남도,산청군,시천면,동당리,357,8.5,7.5,5,1,1392,자치단체,경남,진주지소,1999,
지방도,지방도444호선,오룡터널,강원특별자치도,홍천군,영귀미면,성수리,400,9.6,7.5,4.8,1,1878,자치단체,강원,도로관리사업소,2004,
지방도,지방도460호선,오천터널,강원특별자치도,양구군,방산면,금악리,1296,9.3,7,4.5,1,868,자치단체,강원,북부지소,1988,
지방도,지방도839호선,옥녀피암터널,전라남도,화순군,청풍면,신석리,50,2,2,0,,2111,자치단체,전남,도로관리사업소,2024,
지방도,지방도364호선,왕방터널(동두천방향),경기도,포천시,설운동,,2085,9,9,7,,5748,자치단체,경기,동두천시,2018,
지방도,지방도364호선,왕방터널(포천방향),경기도,동두천시,탑동동,,2082,9,9,7,,6687,자치단체,경기,동두천시,2018,
지방도,지방도1022호선,용산터널,경상남도,창녕군,남지읍,신전리,389,10.1,10.1,5.9,,1785,자치단체,경남,도로관리사업소,2022,
지방도,지방도1041호선,용천터널,경상남도,합천군,쌍백면,삼리,390,4,3,4.8,,355,자치단체,경남,도로관리사업소,2022,
지방도,지방도997호선,우산재터널,경상북도,상주시,외서면,가곡리,250,9.5,9.5,9.5,1,532,자치단체,경북,북부건설사업소,2015,
지방도,지방도403호선,월명터널,강원특별자치도,양구군,양구읍,월명리,940,10.6,7.4,7.3,1,1757,자치단체,강원,북부지소,2019,
지방도,지방도887호선,유둔재터널,전라남도,담양군,가사문학면,가암리,590,10,9,6.7,1,554,자치단체,전남,도로관리사업소,2008,
지방도,지방도903호선,유촌에코터널,경상북도,김천시,부항면,유촌리,87,12,7,6.8,1,1023,자치단체,경북,남부건설사업소,2013,
지방도,지방도1030호선,율하터널(부산),경상남도,김해시,관동동,,824,9,7,7.4,1,8051,자치단체,경남,경남하이웨이(주),2013,
지방도,지방도1030호선,율하터널(창원),경상남도,김해시,관동동,,772,9,7,7.4,1,8051,자치단체,경남,경남하이웨이(주),2013,
지방도,지방도309호선,의왕신터널(상),경기도,의왕시,학의동,,400,10,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,2013,
지방도,지방도309호선,의왕신터널(하),경기도,의왕시,학의동,,495,9,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,2013,
지방도,지방도309호선,의왕터널(상),경기도,의왕시,학의동,,350,9,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,1992,
지방도,지방도309호선,의왕터널(하),경기도,의왕시,학의동,,400,9,7.3,6.6,1,63763,자치단체,경기,경기남부도로㈜,1992,
지방도,지방도338호선,이배재터널(광주방향),경기도,성남시 중원구,갈현동,,864,6.5,6.5,4.8,,10136,자치단체,경기,성남시중원구,2021,
지방도,지방도338호선,이배재터널(성남방향),경기도,성남시 중원구,갈현동,,864,6.5,6.5,4.8,,10136,자치단체,경기,성남시중원구,2021,
지방도,지방도918호선,자라목1터널,경상북도,영덕군,창수면,창수리,836,8.5,6.3,6.7,,501,자치단체,경북,북부건설사업소,2023,
지방도,지방도918호선,자라목2터널,경상북도,영덕군,창수면,창수리,219,8.5,6.3,6.7,,501,자치단체,경북,북부건설사업소,2023,
지방도,지방도920호선,장갈터널,경상북도,안동시,예안면,동천리,407,6.5,6.5,4.8,,107,자치단체,경북,북부건설사업소,2024,
지방도,지방도460호선,재안터널,강원특별자치도,화천군,화천읍,동촌리,134.6,9.9,9.2,4.8,1,445,자치단체,강원,북부지소,2005,
지방도,지방도418호선,조침령터널,강원특별자치도,양양군,서면,서림리,1145,10.2,8,7.1,1,1003,자치단체,강원,강릉지소,2007,
지방도,지방도745호선,좌포터널,전북특별자치도,진안군,성수면,용포리,259,8.2,6.5,6.9,1,655,자치단체,전북,도로관리사업소,2004,
지방도,지방도736호선,중계터널,전북특별자치도,부안군,변산면,중계리,400,8.5,7,6.2,1,289,자치단체,전북,도로관리사업소,1996,
지방도,지방도451호선,지르매재터널,강원특별자치도,홍천군,내촌면,화상대리,860,6.5,6.5,4.8,1,1747,자치단체,강원,도로관리사업소,2019,
지방도,지방도743호선,지지터널,전북특별자치도,장수군,번암면,지지리,140,8.5,7,5.8,1,304,자치단체,전북,도로관리사업소,2009,
지방도,지방도337호선,진우터널,경기도,광주시,도척면,진우리,270,8.5,8,6.8,1,9712,자치단체,경기,도로건설과,2010,
지방도,지방도1020호선,창원터널(상),경상남도,창원시 성산구,불모산동,,2340,9.4,8.5,4.7,1,39274,자치단체,경남,창원시성산구,1993,
지방도,지방도1020호선,창원터널(하),경상남도,창원시 성산구,불모산동,,2345,9.5,8.5,4.7,1,39274,자치단체,경남,창원시성산구,1996,
지방도,지방도379호선,천보터널,경기도,양주시,회암동,,500,10,10,6,1,4411,자치단체,경기,양주시,2006,
지방도,지방도1030호선,천선터널(부산),경상남도,창원시 성산구,천선동,,334,9,7,7.4,1,8689,자치단체,경남,경남하이웨이(주),2012,
지방도,지방도1030호선,천선터널(창원),경상남도,창원시 성산구,천선동,,302,9,7,7.4,1,8689,자치단체,경남,경남하이웨이(주),2012,
지방도,지방도740호선,천호터널,전북특별자치도,익산시,여산면,호산리,448,9.9,7,6.9,1,1452,자치단체,전북,도로관리사업소,2013,
지방도,지방도309호선,청계연결로(Ramp-B)교,경기도,의왕시,학의동,,98.5,9,9,4.3,,63763,자치단체,경기,경기남부도로㈜,2013,
지방도,지방도920호선,청기터널,경상북도,영양군,청기면,청기리,784,9.2,8,7.2,1,742,자치단체,경북,북부건설사업소,2017,
지방도,지방도311호선,청명터널,경기도,용인시 기흥구,하갈동,,205,32,32,7.7,2,31920,자치단체,경기,용인시기흥구,2009,
지방도,지방도318호선,초막터널,경기도,용인시 처인구,백암면,고안리,680,10.5,10,6.8,1,2886,자치단체,경기,도로건설과,2010,
지방도,지방도945호선,추령터널,경상북도,경주시,황용동,,361,12.3,11.3,4.8,1,858,자치단체,경북,경주시,1997,
지방도,지방도817호선,칠구재터널(상),광주광역시,남구,노대동,,400,9.5,7,7.5,1,3973,자치단체,광주,종합건설본부,1999,
지방도,지방도817호선,칠구재터널(하),전라남도,화순군,화순읍,세량리,500,9.5,7,6.2,1,3973,자치단체,전남,도로관리사업소,1999,
지방도,지방도364호선,탑동터널(동두천방향),경기도,동두천시,탑동동,,653,9,9,4.8,,6687,자치단체,경기,동두천시,2018,
지방도,지방도364호선,탑동터널(포천방향),경기도,동두천시,탑동동,,698,9,9,4.8,,6687,자치단체,경기,동두천시,2018,
지방도,지방도460호선,평화터널,강원특별자치도,화천군,화천읍,동촌리,167.5,9.9,9.2,4.8,1,868,자치단체,강원,북부지소,2005,
지방도,지방도463호선,하오터널,강원특별자치도,화천군,사내면,광덕리,1532,9.9,8.1,4.8,1,1178,자치단체,강원,북부지소,2004,
지방도,지방도321호선,학고개터널,경기도,용인시 처인구,이동읍,서리,190,19,19,11,1,7692,자치단체,경기,용인시처인구,2002,
지방도,지방도460호선,학령터널,강원특별자치도,양구군,양구읍,도사리,845,12.3,7.3,7.3,,868,자치단체,강원,북부지소,2023,
지방도,지방도460호선,해산터널,강원특별자치도,화천군,화천읍,동촌리,1986,9.3,7,4.5,1,445,자치단체,강원,북부지소,1990,
지방도,지방도1036호선,해인사터널,경상남도,합천군,가야면,이천리,320,10,9.1,6.9,1,729,자치단체,경남,도로관리사업소,1983,
지방도,지방도647호선,해창터널,충청남도,당진시,고대면,당진포리,160,9.5,7,7.2,1,915,자치단체,충남,건설사업부 서부사무소,2007,
지방도,지방도602호선,홍북터널,충청남도,홍성군,홍북읍,석택리,260,14,14,4.8,2,4126,자치단체,충남,건설사업부 서부사무소,2015,
지방도,지방도391호선,화악터널,경기도,가평군,북면,화악리,680,7.3,5.8,7,1,1119,자치단체,경기,북부도로과,2008,
지방도,지방도349호선,황골터널,경기도,여주시,강천면,도전리,730,10,7,4.8,1,405,자치단체,경기,도로건설과,2006,
지방도,지방도1026호선,황매산터널,경상남도,산청군,차황면,장박리,987,9.5,7,6.9,1,476,자치단체,경남,진주지소,2009,
지방도,지방도865호선,황전터널,전라남도,순천시,서면,청소리,800,11.4,9,6.9,1,1153,자치단체,전남,도로관리사업소,2009,
시도,,가림터널,경기도,광명시,철산동,,200,9.6,7,4.8,1,12267,자치단체,경기,광명시,2001,
시도,,가산터널(신대방향),전라남도,순천시,해룡면,대안리,534,12,8.5,8.6,,5273,자치단체,전남,순천시,2017,
시도,,가산터널(팔마방향),전라남도,순천시,해룡면,남가리,526,12,8.5,8.6,,5273,자치단체,전남,순천시,2017,
시도,,가야터널,전라남도,광양시,마동,,150,10.4,7,7.5,1,5319,자치단체,전남,광양시,1997,
시도,,가주터널,경상남도,창원시 진해구,가주동,,335,11.5,9,4.8,1,5743,자치단체,경남,창원시진해구,2005,
시도,,가포신항터널(마산방향),경상남도,창원시 마산합포구,가포동,,364,15.4,11,8.2,,7622,자치단체,경남,창원시마산합포구,2020,
시도,,가포신항터널(통영방향),경상남도,창원시 마산합포구,가포동,,379,15.4,11,8.2,,7622,자치단체,경남,창원시마산합포구,2020,
시도,,갈마터널(상),경기도,성남시 중원구,갈현동,,343,9.9,9.5,7.1,1,,자치단체,경기,광주시,1978,
시도,,갈마터널(하),경기도,성남시 중원구,갈현동,,480,9.7,9.5,6.7,1,19387,자치단체,경기,광주시,1992,
시도,,개착터널,경기도,시흥시,능곡동,,105,25,15,5.5,,13935,자치단체,경기,시흥시,2021,
시도,,고정산터널,충청남도,논산시,부적면,신풍리,82,10,9.5,7,1,4452,자치단체,충남,논산시,2009,
시도,,공원터널(상),경기도,성남시 중원구,중앙동,,999,10.7,7,8.2,1,10364,자치단체,경기,성남시중원구,2001,
시도,,공원터널(하),경기도,성남시 중원구,하대원동,,994,10.7,7,8.2,1,17164,자치단체,경기,성남시중원구,2001,
시도,,공주터널(금학),충청남도,공주시,옥룡동,,511,10.8,7.8,7,1,6910,자치단체,충남,공주시,1993,
시도,,공주터널(옥룡),충청남도,공주시,옥룡동,,470,10.3,7.8,7,1,6910,자치단체,충남,공주시,1993,
시도,,교동터널,강원특별자치도,강릉시,교동,,305,21.4,17.4,7.1,,4535,자치단체,강원,강릉시,2024,
시도,,교동터널,경기도,용인시 기흥구,마북동,,140,14,14,5.3,2,13459,자치단체,경기,용인시기흥구,2012,
시도,,구룡터널,충청북도,청주시 서원구,성화동,,225,11.8,10,7,2,7224,자치단체,충북,청주시서원구,2007,
시도,,구룡터널(남산),경상남도,창원시 의창구,동읍,용강리,555,10.3,7,6,,8326,자치단체,경남,창원시,2021,
시도,,구룡터널(지개),경상남도,창원시 의창구,북면,지개리,555,4.5,3.5,6,,4878,자치단체,경남,창원시,2021,
시도,,구름산터널(상),경기도,광명시,하안동,,688,13.6,10.3,7.8,1,,자치단체,경기,광명시,2010,
시도,,구름산터널(하),경기도,광명시,하안동,,748,13.6,10.3,7.8,1,,자치단체,경기,광명시,2010,
시도,,구산터널,경상남도,김해시,구산동,,91.1,25,23,4.8,1,,자치단체,경남,김해시,1995,
시도,,구지터널,경상남도,김해시,구산동,,30,14.5,12,4.6,1,,자치단체,경남,김해시,1995,
시도,,구평터널,경상북도,칠곡군,석적읍,중리,113,20,16,9.9,,6715,자치단체,경북,구미시,2023,
시도,,금강터널,전북특별자치도,군산시,사정동,,25,7,7,8,2,5619,자치단체,전북,군산시,2003,
시도,,금당터널(상),경기도,군포시,당동,,340,13,11,7.6,1,,자치단체,경기,군포시,1997,
시도,,금당터널(하),경기도,군포시,당동,,357,13,11,7.6,1,,자치단체,경기,군포시,1997,
시도,,금암터널,경기도,오산시,금암동,,340,52,52,8.2,2,10409,자치단체,경기,오산시,2011,
시도,,금어리터널,경기도,용인시 처인구,포곡읍,금어리,58,8,8,4.5,1,,자치단체,경기,용인시처인구,2011,
