도로종류,노선명,시설명,시도,시군구,읍면동,리,총길이,총폭,유효폭,높이,공수,교통량,기관구분1,기관구분2,기관구분3,준공년도,
고속국도,고속국도451호선,(구)달성터널,대구광역시,달성군,논공읍,본리리,565,9.8,7.8,6.9,,22359,전문관리기관,한국도로공사,창녕지사,1977,
고속국도,고속국도55호선,가곡터널(상행선),경상남도,밀양시,가곡동,,376,10,7.5,6,1,25131,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도55호선,가곡터널(하행선),경상남도,밀양시,가곡동,,376,10,7.5,6,1,25131,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도151호선,가덕터널(공주),충청남도,부여군,옥산면,가덕리,373,10.7,11.2,7.3,,11795,전문관리기관,한국도로공사,부여지사,2009,
고속국도,고속국도151호선,가덕터널(서천),충청남도,부여군,옥산면,가덕리,373,10.7,7.2,7.3,,11795,전문관리기관,한국도로공사,부여지사,2009,
고속국도,고속국도55호선,가산터널(부산),경상북도,칠곡군,가산면,석우리,748,10,7.2,6.7,,28301,전문관리기관,한국도로공사,군위지사,2000,
고속국도,고속국도55호선,가산터널(춘천),경상북도,칠곡군,가산면,석우리,765,10,7.2,6.7,,28301,전문관리기관,한국도로공사,군위지사,1995,
고속국도,고속국도12호선,가야1터널(광주),경상남도,합천군,가야면,성기리,1214,12.8,10.5,8.2,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도12호선,가야1터널(대구),경상남도,합천군,가야면,성기리,1229,12.8,10.5,8.2,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도12호선,가야2터널(광주),경상남도,합천군,가야면,성기리,742,12.2,10.7,7.2,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도12호선,가야2터널(대구),경상남도,합천군,가야면,성기리,750,12.2,10.7,7.2,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도12호선,가야3터널(광주),경상남도,합천군,가야면,청현리,1692,12.7,10.7,7.3,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도12호선,가야3터널(대구),경상남도,합천군,가야면,청현리,1684,12.7,10.7,7.3,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도35호선,가옥터널(통영),전북특별자치도,무주군,무주읍,가옥리,620,11.2,7.2,6.7,,11198,전문관리기관,한국도로공사,무주지사,2001,
고속국도,고속국도35호선,가옥터널(하남),전북특별자치도,무주군,무주읍,가옥리,640,11.2,7.2,6.7,,11198,전문관리기관,한국도로공사,무주지사,2001,
고속국도,고속국도12호선,가조터널(광주),경상남도,거창군,가조면,도리,1573,12.8,10.5,8.2,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도12호선,가조터널(대구),경상남도,거창군,가조면,도리,1559,12.8,10.5,8.2,,12038,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도29호선,갈현터널(상행),경기도,광주시,삼동,,1155,12.8,,7.4,,9527,전문관리기관,한국도로공사,용인지사,2024,
고속국도,고속국도29호선,갈현터널(하행),경기도,광주시,삼동,,1143,12.8,,7.4,,9527,전문관리기관,한국도로공사,용인지사,2024,
고속국도,고속국도65호선,강릉1터널(삼척),강원특별자치도,강릉시,옥계면,낙풍리,535,11.2,10.7,7.3,,13017,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉1터널(속초),강원특별자치도,강릉시,옥계면,낙풍리,450,13.8,12.8,8.3,,13017,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉2터널(삼척),강원특별자치도,강릉시,강동면,산성우리,210,11.8,11.8,7.5,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉2터널(속초),강원특별자치도,강릉시,강동면,산성우리,210,11.8,11.8,7.5,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉3터널(삼척),강원특별자치도,강릉시,강동면,산성우리,140,11.8,11.8,7.5,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉3터널(속초),강원특별자치도,강릉시,강동면,산성우리,140,11.8,11.8,7.5,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉4터널(삼척),강원특별자치도,강릉시,강동면,임곡리,960,11.8,11.4,7.3,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉4터널(속초),강원특별자치도,강릉시,강동면,산성우리,960,11.9,11.1,7.3,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉5터널(삼척),강원특별자치도,강릉시,강동면,임곡리,2095,12.7,10.7,7.4,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도65호선,강릉5터널(속초),강원특별자치도,강릉시,강동면,임곡리,2075,12.7,10.7,7.4,,13850,전문관리기관,한국도로공사,강릉지사,2004,
고속국도,고속국도45호선,강상1터널(양평),경기도,양평군,강상면,대석리,1323,12.6,9.2,7.3,,13855,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,강상1터널(창원),경기도,양평군,강상면,대석리,1328,12.6,9.2,7.3,,13855,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,강상2터널(양평),경기도,양평군,강상면,세월리,1699,12.6,9.2,7.3,,13855,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,강상2터널(창원),경기도,양평군,강상면,세월리,1697,12.6,9.2,7.3,,13855,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도10호선,강진1터널(순천),전라남도,강진군,성전면,수양리,659,11.5,10.3,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진1터널(영암),전라남도,강진군,성전면,수양리,667,11.5,10.3,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진2터널(순천),전라남도,강진군,작천면,평기리,685,11.5,10.3,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진2터널(영암),전라남도,강진군,작천면,삼당리,675,11.5,10.3,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진3터널(순천),전라남도,강진군,작천면,삼당리,1255,12.6,10.7,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진3터널(영암),전라남도,강진군,작천면,삼당리,1265,12.6,10.7,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진4터널(순천),전라남도,강진군,병영면,삭양리,1260,12.6,10.7,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,강진4터널(영암),전라남도,강진군,병영면,삭양리,1270,12.6,10.7,7.3,,5199,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도50호선,강천터널(강릉),경기도,여주군,강천면,강천리,338,10,7.2,6.7,,23038,전문관리기관,한국도로공사,원주지사,1994,
고속국도,고속국도50호선,강천터널(인천),경기도,여주군,강천면,강천리,329,14.3,10.8,8.2,,23038,전문관리기관,한국도로공사,원주지사,2011,
고속국도,고속국도65호선,강현1터널(삼척),강원특별자치도,양양군,강현면,,140,11.6,7.2,8.5,,11623,전문관리기관,한국도로공사,양양지사,2016,
고속국도,고속국도65호선,강현1터널(속초),강원특별자치도,양양군,강현면,,140,11.6,7.2,8.5,,11623,전문관리기관,한국도로공사,양양지사,2016,
고속국도,고속국도130호선,개화터널(상),서울특별시,강서구,개화동,,634.5,13.6,13.6,8,1,33293,전문관리기관,신공항하이웨이㈜,본사,2016,
고속국도,고속국도130호선,개화터널(하),서울특별시,강서구,개화동,,630,13.6,13.6,8,1,33293,전문관리기관,신공항하이웨이㈜,본사,2000,
고속국도,고속국도17호선,견달산터널(문산),경기도,고양시 일산동구,문봉동,,303,12.8,12.8,7.4,,44805,전문관리기관,서울문산고속도로㈜,본사,2020,
고속국도,고속국도17호선,견달산터널(서울),경기도,고양시 일산동구,식사동,,308,12.8,12.8,7.4,,44805,전문관리기관,서울문산고속도로㈜,본사,2020,
고속국도,고속국도1호선,경주터널(부산),경상북도,경주시,서면,도계리,185,13.6,10.7,8.4,,29016,전문관리기관,한국도로공사,대구지사,2018,
고속국도,고속국도1호선,경주터널(서울0),경상북도,경주시,서면,도계리,135,9,9.4,6.9,,29016,전문관리기관,한국도로공사,대구지사,1969,
고속국도,고속국도1호선,경주터널(서울1),경상북도,경주시,서면,도계리,152,8.2,9.4,6.6,,29016,전문관리기관,한국도로공사,대구지사,1969,
고속국도,고속국도171호선,고기터널(서울),경기도,용인시 수지구,동천동,,895,13.3,10.5,8,1,66294,전문관리기관,경수고속도로㈜,본사,2009,
고속국도,고속국도171호선,고기터널(용인),경기도,용인시 수지구,고기동,,890,13.3,10.5,7.9,,64072,전문관리기관,경수고속도로㈜,본사,2009,
고속국도,고속국도29호선,고덕터널(구리),경기도,하남시,감북동,,3838,11.3,,4.8,,15870,전문관리기관,한국도로공사,용인지사,2024,
고속국도,고속국도29호선,고덕터널(안성),경기도,하남시,감북동,,3838,11.3,,4.8,,15870,전문관리기관,한국도로공사,용인지사,2024,
고속국도,고속국도171호선,고등터널(서울),경기도,성남시 수정구,고등동,,538,11,8.5,7,1,24666,전문관리기관,경수고속도로㈜,본사,2009,
고속국도,고속국도171호선,고등터널(용인),경기도,성남시 수정구,고등동,,489,11,8.5,7,1,24666,전문관리기관,경수고속도로㈜,본사,2009,
고속국도,고속국도45호선,고령1터널(양평),경상북도,고령군,개진면,부리,424,11.5,10.3,7.3,,17406,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령1터널(창원),경상북도,고령군,개진면,부리,487,11.5,10.3,7.3,,17406,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령2터널(양평),경상북도,고령군,성산면,오곡리,260,11.6,10.5,7.3,,17406,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령2터널(창원),경상북도,고령군,성산면,오곡리,260,11.6,10.5,7.3,,17406,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령3터널(양평),경상북도,고령군,성산면,오곡리,471,11.5,10.3,7.3,,17406,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령3터널(창원),경상북도,고령군,성산면,오곡리,484,11.5,10.3,7.3,,17406,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령4터널(양평),경상북도,고령군,성산면,상용리,516,11.5,10.3,7.3,,16403,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도45호선,고령4터널(창원),경상북도,고령군,성산면,상용리,499,11.5,10.3,7.3,,16403,전문관리기관,한국도로공사,성주지사,2007,
고속국도,고속국도12호선,고령터널(광주),경상북도,고령군,고령읍,장기리,555,10.7,7.2,7.3,,16534,전문관리기관,한국도로공사,고령지사,2015,
고속국도,고속국도171호선,고산터널(서울),경기도,성남시 수정구,고등동,,620,13.4,10.5,8,1,30852,전문관리기관,경수고속도로㈜,본사,2009,
고속국도,고속국도171호선,고산터널(용인),경기도,성남시 수정구,고등동,,554,13.4,10.5,8,1,30852,전문관리기관,경수고속도로㈜,본사,2009,
고속국도,고속국도35호선,고성1터널(통영),경상남도,고성군,영현면,신분리,1192,12.2,8.2,7.2,,10615,전문관리기관,한국도로공사,고성지사,2005,
고속국도,고속국도35호선,고성1터널(하남),경상남도,고성군,영현면,신분리,1192,12.1,8.2,7.2,,10615,전문관리기관,한국도로공사,고성지사,2005,
고속국도,고속국도35호선,고성2터널(통영),경상남도,고성군,영현면,신분리,1736,12,8.2,7.2,,10615,전문관리기관,한국도로공사,고성지사,2005,
고속국도,고속국도35호선,고성2터널(하남),경상남도,고성군,영현면,신분리,1781,12,8.2,7.3,,10615,전문관리기관,한국도로공사,고성지사,2005,
고속국도,고속국도35호선,고성3터널(통영),경상남도,고성군,대가면,송계리,852,12.7,8.2,7,,11007,전문관리기관,한국도로공사,고성지사,2005,
고속국도,고속국도35호선,고성3터널(하남),경상남도,고성군,대가면,송계리,832,12.7,8.2,7,,11007,전문관리기관,한국도로공사,고성지사,2005,
고속국도,고속국도55호선,고정1터널(상행선),경상남도,밀양시,산외면,엄광리,1142,10.1,7.5,6,1,25572,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도55호선,고정1터널(하행선),경상남도,밀양시,상동면,가곡리,1118,10.1,7.5,6,1,25572,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도55호선,고정2터널(상행선),경상남도,밀양시,상동면,가곡리,1060,10.1,7.5,6,1,25572,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도55호선,고정2터널(하행선),경상남도,밀양시,상동면,고정리,1060,10.1,7.5,6,1,25572,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도55호선,고정3터널(상행선),경상남도,밀양시,상동면,고정리,655,10,7.5,6,1,25572,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도55호선,고정3터널(하행선),경상남도,밀양시,상동면,고정리,655,10,7.5,6,1,25572,전문관리기관,신대구부산고속도로㈜,본사,2006,
고속국도,고속국도253호선,고창터널(고창),전북특별자치도,고창군,고수면,은사리,319,11.4,7.2,7.3,,12080,전문관리기관,한국도로공사,담양지사,2007,
고속국도,고속국도253호선,고창터널(담양),전북특별자치도,고창군,고수면,은사리,568,11.4,7.2,7.3,,12080,전문관리기관,한국도로공사,담양지사,2007,
고속국도,고속국도10호선,고흥터널(순천),전라남도,고흥군,동강면,한천리,950,11.5,10.3,7.3,,11046,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도10호선,고흥터널(영암),전라남도,고흥군,동강면,한천리,930,11.5,10.3,7.3,,11046,전문관리기관,한국도로공사,보성지사,2012,
고속국도,고속국도52호선,곤지암1터널(상),경기도,광주시,곤지암읍,오향리,881,11.6,9.2,7.2,1,19672,전문관리기관,제2영동고속도로㈜,본사,2016,
고속국도,고속국도52호선,곤지암1터널(하),경기도,광주시,곤지암읍,열미리,896,11.6,9.2,7.2,1,19672,전문관리기관,제2영동고속도로㈜,본사,2016,
고속국도,고속국도52호선,곤지암2터널(상),경기도,광주시,곤지암읍,장심리,1596,12.5,9.2,7.3,1,19672,전문관리기관,제2영동고속도로㈜,본사,2016,
고속국도,고속국도52호선,곤지암2터널(하),경기도,광주시,곤지암읍,오향리,1601,12.5,9.2,7.3,1,19672,전문관리기관,제2영동고속도로㈜,본사,2016,
고속국도,고속국도52호선,곤지암3터널(상),경기도,광주시,곤지암읍,유사리,745,11.6,9.2,7.2,1,25592,전문관리기관,제2영동고속도로㈜,본사,2016,
고속국도,고속국도52호선,곤지암3터널(하),경기도,광주시,곤지암읍,건업리,735,11.6,9.2,7.2,1,19672,전문관리기관,제2영동고속도로㈜,본사,2016,
고속국도,고속국도20호선,곰티터널(익산),전북특별자치도,완주군,소양면,신촌리,2281,12.4,9.2,7.3,,8614,전문관리기관,한국도로공사,진안지사,2007,
고속국도,고속국도20호선,곰티터널(장수),전북특별자치도,완주군,소양면,신촌리,2307,12.6,9.2,7.6,,8614,전문관리기관,한국도로공사,진안지사,2007,
고속국도,고속국도45호선,공검터널(양평),경상북도,상주시,공검면,화동리,406,11.2,9.2,7.3,,28083,전문관리기관,한국도로공사,상주지사,2003,
고속국도,고속국도45호선,공검터널(창원),경상북도,상주시,공검면,화동리,406,11.2,9.2,7.3,,28083,전문관리기관,한국도로공사,상주지사,2003,
고속국도,고속국도55호선,공근터널(부산),강원특별자치도,횡성군,공근면,매곡리,670,10,10,6.7,,12377,전문관리기관,한국도로공사,홍천지사,2001,
고속국도,고속국도55호선,공근터널(춘천),강원특별자치도,횡성군,공근면,매곡리,635,10,10,6.7,,12377,전문관리기관,한국도로공사,홍천지사,2001,
고속국도,고속국도105호선,관동터널(김해),경상남도,김해시,관동동,,345,11.6,9.1,6.4,1,18030,전문관리기관,부산신항제2배후도로㈜,본사,2017,
고속국도,고속국도105호선,관동터널(신항),경상남도,김해시,대청동,,345,11.6,9.1,6.4,1,18030,전문관리기관,부산신항제2배후도로㈜,본사,2017,
고속국도,고속국도27호선,관촌1터널(순천),전북특별자치도,임실군,관촌면,덕천리,469,11.5,7.2,7.3,,15846,전문관리기관,한국도로공사,진안지사,2010,
고속국도,고속국도27호선,관촌1터널(완주),전북특별자치도,임실군,관촌면,덕천리,492,11.5,7.2,7.3,,15846,전문관리기관,한국도로공사,진안지사,2010,
고속국도,고속국도27호선,관촌2터널(순천),전북특별자치도,임실군,관촌면,덕천리,420,11.5,7.2,7.3,,15846,전문관리기관,한국도로공사,진안지사,2010,
고속국도,고속국도27호선,관촌2터널(완주),전북특별자치도,임실군,관촌면,덕천리,401,11.5,7.2,7.3,,15846,전문관리기관,한국도로공사,진안지사,2010,
고속국도,고속국도50호선,광교터널(강릉0),경기도,수원시 장안구,장안동,,522,13.6,10.8,8.3,,90618,전문관리기관,한국도로공사,군포지사,2001,
고속국도,고속국도50호선,광교터널(강릉1),경기도,수원시 장안구,하광교동,,499,11.6,7.2,7.3,,90618,전문관리기관,한국도로공사,군포지사,2013,
고속국도,고속국도50호선,광교터널(인천0),경기도,수원시 장안구,장안동,,495,10,7.2,6.7,,90618,전문관리기관,한국도로공사,군포지사,1991,
고속국도,고속국도50호선,광교터널(인천1),경기도,수원시 장안구,장안동,,502,10,7.2,6.7,,90618,전문관리기관,한국도로공사,군포지사,1991,
고속국도,고속국도110호선,광명터널(성남),경기도,광명시,소하동,,888,13.6,13.6,8.3,,71533,전문관리기관,한국도로공사,시흥지사,1995,
고속국도,고속국도110호선,광명터널(인천),경기도,광명시,소하동,,912,13.6,13.6,8.3,,71533,전문관리기관,한국도로공사,시흥지사,1995,
고속국도,고속국도100호선,광암터널(구리),경기도,하남시,광암동,,726,17.6,18.4,10,,91650,전문관리기관,한국도로공사,동서울지사,2002,
고속국도,고속국도100호선,광암터널(판교1),경기도,하남시,광암동,,743,10,9.2,6.7,,91650,전문관리기관,한국도로공사,동서울지사,1991,
고속국도,고속국도100호선,광암터널(판교2),경기도,하남시,광암동,,752,10,9.2,6.7,,91650,전문관리기관,한국도로공사,동서울지사,1991,
고속국도,고속국도10호선,광양터널(부산),전라남도,광양시,광양읍,죽림리,270,10,7.2,6.7,,16520,전문관리기관,한국도로공사,순천지사,1992,
고속국도,고속국도10호선,광양터널(순천),전라남도,광양시,광양읍,죽림리,240,10,7.2,6.7,,16520,전문관리기관,한국도로공사,순천지사,1992,
고속국도,고속국도400호선,광적1터널(양주),경기도,파주시,법원읍,삼방리,4599.8,11.2,,4.8,,,전문관리기관,한국도로공사,파주지사,2024,
고속국도,고속국도400호선,광적1터널(파주),경기도,파주시,법원읍,삼방리,4590.9,11.2,,4.8,,,전문관리기관,한국도로공사,파주지사,2024,
고속국도,고속국도400호선,광적2터널(양주),경기도,양주시,광적면,덕도리,417,11.2,,4.8,,4049,전문관리기관,한국도로공사,파주지사,2024,
고속국도,고속국도400호선,광적2터널(파주),경기도,양주시,광적면,덕도리,433.4,11.2,,4.8,,4049,전문관리기관,한국도로공사,파주지사,2024,
고속국도,고속국도37호선,광지원터널(이천),경기도,광주시,중부면,광지원리,520,11.2,11.2,7.3,,36482,전문관리기관,한국도로공사,경기광주지사,2001,
고속국도,고속국도37호선,광지원터널(하남),경기도,광주시,중부면,광지원리,526,11.2,11.2,7.3,,36482,전문관리기관,한국도로공사,경기광주지사,2001,
고속국도,고속국도60호선,광판터널(서울),강원특별자치도,춘천시,남산면,광판리,278,11.6,11.6,7.3,,29746,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도60호선,광판터널(양양),강원특별자치도,춘천시,남산면,광판리,358,11.6,11.6,7.3,,29746,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도27호선,구례1터널(순천),전라남도,구례군,구례면,신월리,1655,12.7,9.2,7.3,,12450,전문관리기관,한국도로공사,구례지사,2011,
고속국도,고속국도27호선,구례1터널(완주),전라남도,구례군,구례면,신월리,1625,12.7,9.2,7.3,,12450,전문관리기관,한국도로공사,구례지사,2011,
고속국도,고속국도27호선,구례2터널(순천),전라남도,구례군,구례면,백련리,1311,12.7,9.2,7.3,,12450,전문관리기관,한국도로공사,구례지사,2011,
고속국도,고속국도27호선,구례2터널(완주),전라남도,구례군,구례읍,산성리,1313,12.7,9.2,7.3,,12450,전문관리기관,한국도로공사,구례지사,2011,
고속국도,고속국도29호선,구리터널(구리),경기도,구리시,교문동,,3483.5,14.9,14.9,7.8,1,33949,전문관리기관,서울북부고속도로㈜,본사,2017,
고속국도,고속국도29호선,구리터널(포천),경기도,구리시,교문동,,3605,14.9,14.9,14.9,1,33949,전문관리기관,서울북부고속도로㈜,본사,2017,
고속국도,고속국도17호선,구봉산터널(광명),경기도,군포시,도마교동,,980,7.2,7.2,8.1,1,44470,전문관리기관,수도권서부고속도로㈜,본사,2016,
고속국도,고속국도17호선,구봉산터널(수원),경기도,군포시,도마교동,,965,7.2,7.2,8.1,1,44470,전문관리기관,수도권서부고속도로㈜,본사,2016,
고속국도,고속국도300호선,구봉터널(산내),대전광역시,서구,관저동,,786,10,7.2,6.7,,22181,전문관리기관,한국도로공사,영동지사,2000,
고속국도,고속국도300호선,구봉터널(서대전),대전광역시,서구,관저동,,795,10,7.2,6.7,,22181,전문관리기관,한국도로공사,영동지사,2000,
고속국도,고속국도300호선,구완터널(산내),대전광역시,중구,구완동,,622,10,7.2,6.7,,20457,전문관리기관,한국도로공사,영동지사,2000,
고속국도,고속국도300호선,구완터널(서대전),대전광역시,중구,구완동,,622,10,7.2,6.7,,20457,전문관리기관,한국도로공사,영동지사,2000,
고속국도,고속국도55호선,군위터널(부산),경상북도,구미시,장천면,오로리,610,10,7.5,6.7,,22472,전문관리기관,한국도로공사,군위지사,2000,
고속국도,고속국도301호선,군위터널(상주방향) (3공구),경상북도,구미시,도개면,다곡리,930,13.5,13.4,4.8,1,14181,전문관리기관,상주영천고속도로㈜,본사,2017,
고속국도,고속국도301호선,군위터널(영천방향) (3공구),경상북도,구미시,도개면,다곡리,930,13.5,13.4,4.8,1,14181,전문관리기관,상주영천고속도로㈜,본사,2017,
고속국도,고속국도55호선,군위터널(춘천),경상북도,구미시,장천면,오로리,468,10,7.5,6.7,,22472,전문관리기관,한국도로공사,군위지사,1995,
고속국도,고속국도60호선,군자1터널(서울),강원특별자치도,춘천시,동산면,군자리,511,11.6,11.6,7.3,,22170,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도60호선,군자1터널(양양),강원특별자치도,춘천시,동산면,군자리,474,11.6,11.6,7.3,,22170,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도60호선,군자2터널(서울),강원특별자치도,춘천시,동산면,군자리,915,11.6,11.6,7.3,,21916,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도60호선,군자2터널(양양),강원특별자치도,춘천시,동산면,군자리,885,11.6,11.6,7.3,,22170,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도105호선,굴암터널(김해),경상남도,창원시 진해구,대장동,,3285,12.6,9.2,7.1,1,7126,전문관리기관,부산신항제2배후도로㈜,본사,2017,
고속국도,고속국도105호선,굴암터널(신항),경상남도,김해시,관동동,,3308,12.6,9.2,7.1,1,18030,전문관리기관,부산신항제2배후도로㈜,본사,2017,
고속국도,고속국도55호선,굴지터널(부산),강원특별자치도,홍천군,북방면,굴지리,648,10,7.5,6.7,,13220,전문관리기관,한국도로공사,홍천지사,1995,
고속국도,고속국도55호선,굴지터널(춘천),강원특별자치도,홍천군,북방면,굴지리,710,10,7.5,6.7,,13220,전문관리기관,한국도로공사,홍천지사,1995,
고속국도,고속국도65호선,귀운터널(삼척),강원특별자치도,동해시,귀운동,,290,11.6,10.3,7.3,,7620,전문관리기관,한국도로공사,강릉지사,2016,
고속국도,고속국도65호선,귀운터널(속초),강원특별자치도,동해시,귀운동,,305,11.6,10.3,7.3,,7620,전문관리기관,한국도로공사,강릉지사,2016,
고속국도,고속국도65호선,근덕터널(삼척),강원특별자치도,삼척시,근덕면,상맹방리,2558,12.7,9.2,7.2,,4151,전문관리기관,한국도로공사,강릉지사,2016,
고속국도,고속국도65호선,근덕터널(속초),강원특별자치도,삼척시,근덕면,상맹방리,2473,12.7,9.2,7.2,,4151,전문관리기관,한국도로공사,강릉지사,2016,
고속국도,고속국도40호선,금광1터널(제천),경기도,안성시,금광면,개산리,806,11.8,7.2,7.5,,26151,전문관리기관,한국도로공사,엄정지사,2008,
고속국도,고속국도40호선,금광1터널(평택),경기도,안성시,금광면,개산리,802,11.8,7.2,7.5,,26151,전문관리기관,한국도로공사,엄정지사,2008,
고속국도,고속국도40호선,금광2터널(제천),경기도,안성시,금광면,오산리,369,11.8,7.2,7.5,,26151,전문관리기관,한국도로공사,엄정지사,2008,
고속국도,고속국도40호선,금광2터널(평택),경기도,안성시,금광면,오산리,380,11.8,7.2,7.5,,26151,전문관리기관,한국도로공사,엄정지사,2008,
고속국도,고속국도40호선,금광3터널(제천),경기도,안성시,금광면,한운리,457,11.8,7.2,7.5,,26151,전문관리기관,한국도로공사,엄정지사,2008,
고속국도,고속국도40호선,금광3터널(평택),경기도,안성시,금광면,옥정리,498,11.8,7.2,7.5,,26151,전문관리기관,한국도로공사,엄정지사,2008,
고속국도,고속국도29호선,금광터널(세종),경기도,안성시,금광면,장죽리,1810,10.9,,4.8,,8299,전문관리기관,한국도로공사,용인지사,2024,
고속국도,고속국도29호선,금광터널(포천),경기도,안성시,금광면,장죽리,1848,10.9,,4.8,,8299,전문관리기관,한국도로공사,용인지사,2024,
고속국도,고속국도60호선,금남터널(서울),경기도,남양주시,화도읍,금남리,680,11.6,11.6,7.3,,36795,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도60호선,금남터널(양양),경기도,남양주시,화도읍,금남리,680,11.6,11.6,7.3,,36795,전문관리기관,서울춘천고속도로㈜,본사,2009,
고속국도,고속국도55호선,금대1터널(부산),강원특별자치도,원주시,판부면,금대리,317,10,7.2,6.7,,18229,전문관리기관,한국도로공사,제천지사,1999,
고속국도,고속국도55호선,금대1터널(춘천),강원특별자치도,원주시,판부면,금대리,324,10,7.2,6.7,,18229,전문관리기관,한국도로공사,제천지사,1995,
고속국도,고속국도55호선,금대2터널(부산),강원특별자치도,원주시,판부면,금대리,213,10,7.2,6.7,,18229,전문관리기관,한국도로공사,제천지사,2000,
고속국도,고속국도55호선,금대2터널(춘천),강원특별자치도,원주시,판부면,금대리,228,10,7.2,6.7,,18229,전문관리기관,한국도로공사,제천지사,1995,
고속국도,고속국도45호선,금사1터널(양평),경기도,여주군,금사면,궁리,378,11.5,9.2,7.3,,12594,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,금사1터널(창원),경기도,여주군,금사면,궁리,385,11.5,9.2,7.3,,12594,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,금사2터널(양평),경기도,여주군,금사면,외평리,127,11.5,9.2,7.3,,12594,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,금사2터널(창원),경기도,여주군,금사면,외평리,168,11.5,9.2,7.3,,12594,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,금사3터널(양평),경기도,여주군,금사면,외평리,900,11.5,9.2,7.3,,13855,전문관리기관,한국도로공사,이천지사,2012,
고속국도,고속국도45호선,금사3터널(창원),경기도,여주군,금사면,외평리,900,11.5,9.2,7.3,,13855,전문관리기관,한국도로공사,이천지사,2012,
