도로종류,노선명,시설명,시도,시군구,읍면동,리,총길이,총폭,유효폭,높이,공수,교통량,기관구분1,기관구분2,기관구분3,준공년도
"특별,광역시도",,구남지하차도,울산광역시,북구,신현동,,59.2,11.5,11.5,4.5,,4461,자치단체,울산,시청,2016
"특별,광역시도",,구로역지하차도,서울특별시,구로구,구로동,,231,28.5,25.5,4.1,,13410,자치단체,서울,강서도로사업소,1974
"특별,광역시도",,구로지하차도,서울특별시,구로구,구로동,,370,15.4,15.4,4.7,,13410,자치단체,서울,강서도로사업소,1997
"특별,광역시도",,구반포지하차도,서울특별시,서초구,반포동,,187,14.2,14.2,5.1,,,자치단체,서울,서울시설공단,1993
"특별,광역시도",,구포시장 앞 철도 하부 지하보차도,부산광역시,북구,구포동,,25.3,44,39.6,4.7,,15831,자치단체,부산,북구,2002
"특별,광역시도",,국회앞지하차도,서울특별시,영등포구,여의도동,,292,24,16,4.7,,,자치단체,서울,강서도로사업소,1977
"특별,광역시도",,군자교동측지하차도,서울특별시,광진구,중곡동,,66,0,0,0,,,자치단체,서울,성동도로사업소,1983
"특별,광역시도",,그린나래지하차도,인천광역시,중구,운남동,,280,26.9,26.9,4.5,2,6580,자치단체,인천,인천경제자유구역청,2013
"특별,광역시도",,금하지하차도,서울특별시,금천구,독산동,,809.3,27.6,13,4.5,,14888,자치단체,서울,서울시설공단,2020
"특별,광역시도",,금호지하차도,부산광역시,강서구,대저2동,,120,27,27,7.4,,15321,자치단체,부산,건설안전시험사업소,2011
"특별,광역시도",,남산2호터널입구지하차도,서울특별시,용산구,이태원동,,110,4,4,4.2,,8727,자치단체,서울,서부도로사업소,1978
"특별,광역시도",,내성 지하차도,부산광역시,동래구,온천동,,185,17,17,4.6,,8127,자치단체,부산,건설안전시험사업소,1997
"특별,광역시도",,노들길지하차도,서울특별시,영등포구,영등포동2가,,530,18.5,18.5,4.5,,20696,자치단체,서울,강서도로사업소,2005
"특별,광역시도",,노원지하차도,서울특별시,노원구,상계동,,60,18,18,4.2,,,자치단체,서울,서울시설공단,1988
"특별,광역시도",,노은지하차도,대전광역시,유성구,지족동,,105,23.8,23.8,4.7,,,자치단체,대전,건설관리본부,2005
"특별,광역시도",,녹천지하차도,서울특별시,도봉구,창동,,140,22.3,15.9,5.7,,6849,자치단체,서울,북부도로사업소,1993
"특별,광역시도",,농성지하차도,광주광역시,서구,화정동,,200,15,15,7,,4685,자치단체,광주,종합건설본부,1988
"특별,광역시도",,농수산지하차도,대구광역시,북구,팔달동,,93,10.5,8.5,3.5,,15570,자치단체,대구,대구농수산물유통관리공사,2003
"특별,광역시도",,담터지하차도,서울특별시,노원구,공릉동,,139.2,19.6,14.6,5,,13617,자치단체,서울,북부도로사업소,2018
"특별,광역시도",,답십리 두산아파트 박스터널 지하차도,서울특별시,동대문구,답십리동,,31,6,4,5,,10168,자치단체,서울,동대문구,2000
"특별,광역시도",,답십리굴다리지하보차도,서울특별시,동대문구,전농동,,49,0,0,0,,,자치단체,서울,성동도로사업소,1987
"특별,광역시도",,대구역지하차도,대구광역시,북구,칠성동2가,,235,45,22,4.3,,,자치단체,대구,도시관리본부,1971
"특별,광역시도",,대남 지하차도,부산광역시,남구,대연동,,125,15,15,5,,15121,자치단체,부산,건설안전시험사업소,1997
"특별,광역시도",,대동지하차도,대전광역시,동구,대동,,186,14.5,14.5,5.3,,,자치단체,대전,건설관리본부,2004
"특별,광역시도",,대방지하차도,서울특별시,영등포구,신길동,,150,0,0,0,,,자치단체,서울,남부도로사업소,1976
"특별,광역시도",,대봉교지하차도,대구광역시,중구,대봉동,,500,18,18,4.5,,,자치단체,대구,대구공공시설관리공단,1993
"특별,광역시도",,대상지하차도,부산광역시,강서구,대저1동,,130,16,14,4.9,,13043,자치단체,부산,건설안전시험사업소,1997
"특별,광역시도",,대서지하차도,대구광역시,달서구,송현동,,530,16.5,16.5,4.5,,,자치단체,대구,대구공공시설관리공단,1997
"특별,광역시도",,대송지하차도,울산광역시,동구,화정동,,640,13,13,5.9,,,자치단체,울산,울산하버브릿지㈜,2015
"특별,광역시도",,대전역지하차도,대전광역시,동구,정동,,345.2,30,30,7.5,,,자치단체,대전,건설관리본부,2005
"특별,광역시도",,대치지하차도,서울특별시,강남구,일원동,,470,8,8,5.2,,,자치단체,서울,동부도로사업소,1985
"특별,광역시도",,도림천 지하차도(성산방향),서울특별시,관악구,신림동,,108,10.5,10.5,4.8,,,자치단체,서울,강남순환도로(주),2016
"특별,광역시도",,도림천 지하차도(수서방향),서울특별시,관악구,신림동,,106,10.5,10.5,4.8,,,자치단체,서울,강남순환도로(주),2016
"특별,광역시도",,도마지하차도,대전광역시,서구,도마동,,135,6.5,6.5,5.5,,,자치단체,대전,건설관리본부,2011
"특별,광역시도",,도봉지하차도,서울특별시,도봉구,창동,,2660,17,16,5,,6849,자치단체,서울,서울시설공단,2021
"특별,광역시도",,도안지하차도,대전광역시,유성구,원신흥동,,130,22,22,5,,,자치단체,대전,건설관리본부,2012
"특별,광역시도",,도청교지하차도,대구광역시,북구,침산동,,415,18,18,4.5,,,자치단체,대구,대구공공시설관리공단,1992
"특별,광역시도",,동남로 지하보차도,서울특별시,강동구,둔촌동,,40.5,0,0,0,,34354,자치단체,서울,강동구,1991
"특별,광역시도",,동산지하차도,대전광역시,동구,홍도동,,40,20,20,4.5,,5706,자치단체,대전,건설관리본부,2016
"특별,광역시도",,동신교지하차도,대구광역시,중구,동인동4가,,583,18,18,4.5,,,자치단체,대구,대구공공시설관리공단,1991
"특별,광역시도",,동일로지하차도,서울특별시,중랑구,상봉동,,55,0,0,0,,,자치단체,서울,성동도로사업소,1977
"특별,광역시도",,동작지하차도,서울특별시,동작구,동작동,,51,0,0,0,,,자치단체,서울,남부도로사업소,1984
"특별,광역시도",,동천지하차도,울산광역시,중구,남외동,,280,16.1,16.1,4.3,,,자치단체,울산,종합건설본부,2006
"특별,광역시도",,동춘지하차도,인천광역시,연수구,송도동,,210,39.3,39.3,5,,9281,자치단체,인천,종합건설본부,2010
"특별,광역시도",,두빛나래 지하차도,인천광역시,중구,운남동,,740,33.4,33.4,4.5,2,6580,자치단체,인천,인천경제자유구역청,2013
"특별,광역시도",,둔산지하차도,대전광역시,서구,둔산동,,130,22,22,5,,,자치단체,대전,건설관리본부,2012
"특별,광역시도",,등촌지하차도,서울특별시,양천구,신정동,,320,20,20,4.6,,,자치단체,서울,강서도로사업소,1986
"특별,광역시도",,루원지하차도,인천광역시,서구,가정동,,1280,28.5,28.5,5.6,2,18220,자치단체,인천,종합건설본부,2015
"특별,광역시도",,마들지하차도,서울특별시,노원구,상계동,,60,18,18,4.3,,,자치단체,서울,서울시설공단,1988
"특별,광역시도",,마장지하차도,서울특별시,성동구,마장동,,11,28,15,8,,16131,자치단체,서울,성동도로사업소,2013
"특별,광역시도",,만년2지하차도,대전광역시,서구,월평동,,58,17,17,5,,12597,자치단체,대전,건설관리본부,1996
"특별,광역시도",,만년지하차도,대전광역시,서구,월평동,,120,17,17,4.5,,,자치단체,대전,건설관리본부,1996
"특별,광역시도",,만덕2터널 밑 지하보차도,부산광역시,북구,만덕동,,72,10.1,7.7,4.5,,7191,자치단체,부산,북구,1988
"특별,광역시도",,망원초록길지하차도,서울특별시,마포구,합정동,,50,53,50,4.2,,36856,자치단체,서울,서울시설공단,2014
"특별,광역시도",,매천대교지하차도,대구광역시,서구,비산동,,500,19,19,5,,,자치단체,대구,대구공공시설관리공단,1998
"특별,광역시도",,매천시장지하차도,대구광역시,북구,매천동,,105,19,19,5,,,자치단체,대구,도시관리본부,2003
"특별,광역시도",,명지 지하차도,부산광역시,강서구,명지동,,80,15.5,15.5,4.8,,6807,자치단체,부산,강서구,2000
"특별,광역시도",,명지동진 지하차도,부산광역시,강서구,명지동,,160,17,17,4.8,,6807,자치단체,부산,건설안전시험사업소,2016
"특별,광역시도",,명촌IC 1지하차도,울산광역시,북구,명촌동,,63.7,9.6,9.6,4.5,,,자치단체,울산,종합건설본부,1999
"특별,광역시도",,명촌IC 2지하차도,울산광역시,북구,명촌동,,53.4,9.4,7.4,4.5,,,자치단체,울산,종합건설본부,1999
"특별,광역시도",,명촌강남지하차도,울산광역시,남구,삼산동,,111.2,10,10,4.3,,,자치단체,울산,종합건설본부,2002
"특별,광역시도",,명촌본선지하차도,울산광역시,북구,명촌동,,106,16,16,4.8,,,자치단체,울산,종합건설본부,1999
"특별,광역시도",,모래내지하차도,서울특별시,서대문구,남가좌동,,146,7,7,3.5,,9378,자치단체,서울,서부도로사업소,2002
"특별,광역시도",,목동교동측지하차도,서울특별시,영등포구,양평동3가,,50,27.4,27.4,0,,,자치단체,서울,강서도로사업소,1987
"특별,광역시도",,목동교서측지하차도,서울특별시,영등포구,양평동3가,,54,29.3,29.3,4.2,,17595,자치단체,서울,강서도로사업소,1989
"특별,광역시도",,무명지하차도,광주광역시,광산구,소촌동,,28,13,6,0,,8570,자치단체,광주,광산구,2013
"특별,광역시도",,문예지하차도,대전광역시,서구,만년동,,174,19.3,19.3,4.9,,,자치단체,대전,건설관리본부,1993
"특별,광역시도",,반천산단진입도로 지하차도,울산광역시,울주군,언양읍,반송리,100,19.7,19.7,5.5,,,자치단체,울산,종합건설본부,2017
"특별,광역시도",,반포지하차도,서울특별시,서초구,잠원동,,80,15,15,4.5,,,자치단체,서울,서울시설공단,1981
"특별,광역시도",,방학지하차도,서울특별시,도봉구,방학동,,40,22.6,22.6,5.1,1,5832,자치단체,서울,북부도로사업소,1985
"특별,광역시도",,번영교강남 지하차도,울산광역시,남구,삼산동,,243.2,17.4,17.4,4.5,,,자치단체,울산,종합건설본부,1999
"특별,광역시도",,번영교강북 지하차도,울산광역시,중구,옥교동,,260,17.4,17.4,4.3,,,자치단체,울산,종합건설본부,1990
"특별,광역시도",,범천지하차도,부산광역시,부산진구,범천동,,423,16,16,5.3,,9516,자치단체,부산,건설안전시험사업소,2009
"특별,광역시도",,봉림 지하차도,부산광역시,강서구,봉림동,,80,26,26,5,,12038,자치단체,부산,강서구,2011
"특별,광역시도",,봉무지하차도,대구광역시,동구,봉무동,,240,18,18,4.6,,,자치단체,대구,도시관리본부,2006
"특별,광역시도",,봉수지하차도,인천광역시,서구,원창동,,489,23.6,17.5,5,1,11384,자치단체,인천,종합건설본부,2015
"특별,광역시도",,부산센텀시티 지하차도,부산광역시,해운대구,우동,,1370,30,30,5,,,자치단체,부산,부산시설공단,2002
"특별,광역시도",,북구경계 지하차도,부산광역시,북구,구포동,,8.2,8,7,2.1,,15831,자치단체,부산,사상구,2009
"특별,광역시도",,북구학생문화회관 앞 지하보차도,부산광역시,북구,구포동,,55,33,28,6,,15831,자치단체,부산,북구,2003
"특별,광역시도",,북인천지하차도,인천광역시,서구,청라동,,140,17,17,,,13411,자치단체,인천,서구,2016
"특별,광역시도",,불로지하차도,대구광역시,동구,불로동,,160,19.2,16.5,4.6,,,자치단체,대구,도시관리본부,2010
"특별,광역시도",,비래지하차도,대전광역시,대덕구,송촌동,,60,25,14.6,4.5,,11810,자치단체,대전,건설관리본부,1999
"특별,광역시도",,비산지하차도,대구광역시,서구,비산동,,60.7,29.8,23.8,4.5,,,자치단체,대구,시청,2015
"특별,광역시도",,사평지하차도,서울특별시,서초구,반포동,,150,15.5,15.5,0,,,자치단체,서울,남부도로사업소,2000
"특별,광역시도",,산성지하차도,대전광역시,중구,산성동,,41,20,20,4.5,,7274,자치단체,대전,건설관리본부,1993
"특별,광역시도",,산월JCT RAMP-G교,광주광역시,광산구,수완동,,82,15,15,4.6,,,자치단체,광주,광주제2순환도로,2007
"특별,광역시도",,삼산지하차도,울산광역시,남구,삼산동,,270,9,9,4.5,,,자치단체,울산,종합건설본부,2002
"특별,광역시도",,삼성지하차도,대전광역시,동구,삼성동,,65,20,20,4.5,,7005,자치단체,대전,건설관리본부,2015
"특별,광역시도",,삼천지하차도,대전광역시,서구,둔산동,,270,17.3,17.3,4.9,,,자치단체,대전,건설관리본부,1992
"특별,광역시도",,삼호지하차도,울산광역시,남구,무거동,,130,9,9,5.1,,,자치단체,울산,종합건설본부,1996
"특별,광역시도",,상계지하차도,서울특별시,노원구,상계동,,78,18,18,5.2,,,자치단체,서울,서울시설공단,1988
"특별,광역시도",,상대지하차도,대전광역시,유성구,상대동,,125,46.5,42.5,7.6,,,자치단체,대전,건설관리본부,2011
"특별,광역시도",,상리지하차도,대구광역시,서구,이현동,,164,20,16,4.5,,,자치단체,대구,도시관리본부,1998
"특별,광역시도",,상방지하차도,울산광역시,북구,연암동,,430,16,16,4.9,,,자치단체,울산,종합건설본부,2004
"특별,광역시도",,새방지하차도,대구광역시,서구,상리동,,71,25,25,4.5,,,자치단체,대구,도시관리본부,1999
"특별,광역시도",,서변지하차도,대구광역시,북구,서변동,,966.5,18,18,5,,,자치단체,대구,도시관리본부,2000
"특별,광역시도",,서부트럭터미널앞 지하차도,서울특별시,양천구,신월동,,740,19.9,17,5,,27786,자치단체,서울,강서도로사업소,2014
"특별,광역시도",,서빙고지하차도,서울특별시,용산구,서빙고동,,127,15,12,4.4,,26023,자치단체,서울,서부도로사업소,1984
"특별,광역시도",,서울교접속지하보차도,서울특별시,영등포구,영등포동2가,,68,15.8,15,4.3,,,자치단체,서울,강서도로사업소,2005
"특별,광역시도",,서울숲1지하차도,서울특별시,성동구,성수동1가,,198,13,13,4.6,,,자치단체,서울,성동도로사업소,2005
"특별,광역시도",,서울숲2지하차도,서울특별시,성동구,성수동1가,,200,6.5,6.5,4.6,,,자치단체,서울,성동도로사업소,2005
